,Item_Identifier,Item_Type,Physical_Product_Name
6768,FDY49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6769,FDM10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6770,FDT11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6771,FDD39,Dairy,"Milk, Butter, Cheese"
6772,NCL31,Others,Miscellaneous Grocery Items
6773,FDZ47,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6774,NCU18,Household,"Detergent, Dish Soap, Paper Towels"
6775,FDJ58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6776,FDX12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6777,FDV60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6778,NCB19,Household,"Detergent, Dish Soap, Paper Towels"
6779,FDH45,Fruits and Vegetables,"Apples, Carrots, Spinach"
6780,FDB03,Dairy,"Milk, Butter, Cheese"
6781,FDI27,Dairy,"Milk, Butter, Cheese"
6782,FDN22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6783,FDQ37,Breakfast,"Oats, Cornflakes, Granola"
6784,FDM02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6785,FDW38,Dairy,"Milk, Butter, Cheese"
6786,FDP34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6787,FDY55,Fruits and Vegetables,"Apples, Carrots, Spinach"
6788,FDL34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6789,FDA09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6790,FDM51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6791,FDI34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6792,NCD31,Household,"Detergent, Dish Soap, Paper Towels"
6793,FDW33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6794,NCP05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6795,FDL56,Fruits and Vegetables,"Apples, Carrots, Spinach"
6796,FDN01,Breakfast,"Oats, Cornflakes, Granola"
6797,FDA25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6798,FDF08,Fruits and Vegetables,"Apples, Carrots, Spinach"
6799,FDH08,Fruits and Vegetables,"Apples, Carrots, Spinach"
6800,DRH03,Dairy,"Milk, Butter, Cheese"
6801,FDQ31,Fruits and Vegetables,"Apples, Carrots, Spinach"
6802,FDO10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6803,FDT39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6804,FDM22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6805,FDR21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6806,FDQ01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6807,FDZ03,Dairy,"Milk, Butter, Cheese"
6808,NCK05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6809,FDW55,Fruits and Vegetables,"Apples, Carrots, Spinach"
6810,FDF47,Starchy Foods,"Rice, Pasta, Potatoes"
6811,DRO59,Hard Drinks,"Whiskey, Vodka, Rum"
6812,NCM55,Others,Miscellaneous Grocery Items
6813,FDY31,Fruits and Vegetables,"Apples, Carrots, Spinach"
6814,FDJ57,Seafood,"Salmon, Shrimp, Tuna"
6815,FDV51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6816,DRG36,Soft Drinks,"Cola, Lemonade, Orange Juice"
6817,DRF13,Soft Drinks,"Cola, Lemonade, Orange Juice"
6818,NCJ54,Household,"Detergent, Dish Soap, Paper Towels"
6819,NCP42,Household,"Detergent, Dish Soap, Paper Towels"
6820,NCF30,Household,"Detergent, Dish Soap, Paper Towels"
6821,FDY44,Fruits and Vegetables,"Apples, Carrots, Spinach"
6822,FDX09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6823,NCU30,Household,"Detergent, Dish Soap, Paper Towels"
6824,FDU49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6825,FDC48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6826,FDJ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6827,NCX41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6828,FDT36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6829,FDK28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6830,DRI49,Soft Drinks,"Cola, Lemonade, Orange Juice"
6831,NCM54,Household,"Detergent, Dish Soap, Paper Towels"
6832,FDD48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6833,NCF30,Household,"Detergent, Dish Soap, Paper Towels"
6834,FDX03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6835,FDZ33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6836,FDB39,Dairy,"Milk, Butter, Cheese"
6837,DRM11,Hard Drinks,"Whiskey, Vodka, Rum"
6838,DRE48,Soft Drinks,"Cola, Lemonade, Orange Juice"
6839,NCL31,Others,Miscellaneous Grocery Items
6840,FDB11,Starchy Foods,"Rice, Pasta, Potatoes"
6841,FDX14,Dairy,"Milk, Butter, Cheese"
6842,NCM29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6843,FDH47,Starchy Foods,"Rice, Pasta, Potatoes"
6844,FDG09,Fruits and Vegetables,"Apples, Carrots, Spinach"
6845,FDP25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6846,FDY27,Dairy,"Milk, Butter, Cheese"
6847,DRM59,Hard Drinks,"Whiskey, Vodka, Rum"
6848,DRI03,Dairy,"Milk, Butter, Cheese"
6849,FDY03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6850,NCV17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6851,NCJ17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6852,NCP54,Household,"Detergent, Dish Soap, Paper Towels"
6853,FDZ15,Dairy,"Milk, Butter, Cheese"
6854,NCR05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6855,FDX03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6856,FDQ12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6857,FDC21,Fruits and Vegetables,"Apples, Carrots, Spinach"
6858,FDQ40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6859,FDI07,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6860,FDQ25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6861,NCK18,Household,"Detergent, Dish Soap, Paper Towels"
6862,DRI25,Soft Drinks,"Cola, Lemonade, Orange Juice"
6863,DRA24,Soft Drinks,"Cola, Lemonade, Orange Juice"
6864,FDA32,Fruits and Vegetables,"Apples, Carrots, Spinach"
6865,FDE59,Starchy Foods,"Rice, Pasta, Potatoes"
6866,FDY59,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6867,FDQ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
6868,FDB21,Fruits and Vegetables,"Apples, Carrots, Spinach"
6869,FDB41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6870,DRG11,Hard Drinks,"Whiskey, Vodka, Rum"
6871,FDV10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6872,FDI41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6873,FDN10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6874,NCM17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6875,DRG37,Soft Drinks,"Cola, Lemonade, Orange Juice"
6876,FDA21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6877,FDM27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6878,FDA32,Fruits and Vegetables,"Apples, Carrots, Spinach"
6879,NCZ53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6880,FDW40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6881,FDS52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6882,FDM58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6883,NCE54,Household,"Detergent, Dish Soap, Paper Towels"
6884,FDS11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6885,FDL20,Fruits and Vegetables,"Apples, Carrots, Spinach"
6886,FDX13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6887,FDR21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6888,FDV28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6889,FDZ51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6890,FDD46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6891,FDE23,Starchy Foods,"Rice, Pasta, Potatoes"
6892,NCF55,Household,"Detergent, Dish Soap, Paper Towels"
6893,FDU12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6894,FDZ22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6895,FDI44,Fruits and Vegetables,"Apples, Carrots, Spinach"
6896,FDH50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6897,FDE57,Fruits and Vegetables,"Apples, Carrots, Spinach"
6898,DRJ51,Dairy,"Milk, Butter, Cheese"
6899,FDX52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6900,DRN47,Hard Drinks,"Whiskey, Vodka, Rum"
6901,FDT21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6902,FDY21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6903,FDG21,Seafood,"Salmon, Shrimp, Tuna"
6904,FDS58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6905,FDA26,Dairy,"Milk, Butter, Cheese"
6906,FDY16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6907,FDF20,Fruits and Vegetables,"Apples, Carrots, Spinach"
6908,FDI15,Dairy,"Milk, Butter, Cheese"
6909,FDC47,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6910,FDL08,Fruits and Vegetables,"Apples, Carrots, Spinach"
6911,FDF08,Fruits and Vegetables,"Apples, Carrots, Spinach"
6912,FDN03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6913,FDG34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6914,FDA56,Fruits and Vegetables,"Apples, Carrots, Spinach"
6915,NCI17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6916,NCO17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6917,FDK55,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6918,FDD10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6919,NCH18,Household,"Detergent, Dish Soap, Paper Towels"
6920,NCA53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6921,DRJ24,Soft Drinks,"Cola, Lemonade, Orange Juice"
6922,DRN35,Hard Drinks,"Whiskey, Vodka, Rum"
6923,FDC47,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6924,FDN48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6925,FDR27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6926,FDS33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6927,DRL11,Hard Drinks,"Whiskey, Vodka, Rum"
6928,FDQ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6929,FDY37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6930,FDS35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6931,DRD60,Soft Drinks,"Cola, Lemonade, Orange Juice"
6932,DRP47,Hard Drinks,"Whiskey, Vodka, Rum"
6933,NCY41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6934,FDR59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6935,FDM36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6936,NCI42,Household,"Detergent, Dish Soap, Paper Towels"
6937,FDA31,Fruits and Vegetables,"Apples, Carrots, Spinach"
6938,FDY33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6939,FDV40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6940,NCW17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6941,FDN38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6942,FDQ11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6943,FDG34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6944,NCN14,Others,Miscellaneous Grocery Items
6945,FDY46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6946,FDS11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6947,NCA53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6948,NCN30,Household,"Detergent, Dish Soap, Paper Towels"
6949,FDW32,Fruits and Vegetables,"Apples, Carrots, Spinach"
6950,NCR42,Household,"Detergent, Dish Soap, Paper Towels"
6951,FDU33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6952,FDN15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6953,FDD51,Dairy,"Milk, Butter, Cheese"
6954,FDF14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6955,NCN19,Others,Miscellaneous Grocery Items
6956,NCO43,Others,Miscellaneous Grocery Items
6957,FDT19,Fruits and Vegetables,"Apples, Carrots, Spinach"
6958,DRK12,Soft Drinks,"Cola, Lemonade, Orange Juice"
6959,DRM49,Soft Drinks,"Cola, Lemonade, Orange Juice"
6960,FDX43,Fruits and Vegetables,"Apples, Carrots, Spinach"
6961,FDS14,Dairy,"Milk, Butter, Cheese"
6962,NCK07,Others,Miscellaneous Grocery Items
6963,FDO19,Fruits and Vegetables,"Apples, Carrots, Spinach"
6964,FDH32,Fruits and Vegetables,"Apples, Carrots, Spinach"
6965,NCZ41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6966,FDL32,Fruits and Vegetables,"Apples, Carrots, Spinach"
6967,FDC44,Fruits and Vegetables,"Apples, Carrots, Spinach"
6968,FDQ59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6969,NCO54,Household,"Detergent, Dish Soap, Paper Towels"
6970,DRH36,Soft Drinks,"Cola, Lemonade, Orange Juice"
6971,FDY35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
6972,FDA46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6973,NCL18,Household,"Detergent, Dish Soap, Paper Towels"
6974,FDL57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6975,NCP50,Others,Miscellaneous Grocery Items
6976,FDZ25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6977,FDH24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
6978,FDQ26,Dairy,"Milk, Butter, Cheese"
6979,NCK17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
6980,FDO46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6981,FDW50,Dairy,"Milk, Butter, Cheese"
6982,FDD29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6983,FDU26,Dairy,"Milk, Butter, Cheese"
6984,FDX04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6985,FDH31,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
6986,FDJ45,Seafood,"Salmon, Shrimp, Tuna"
6987,FDX55,Fruits and Vegetables,"Apples, Carrots, Spinach"
6988,FDR02,Dairy,"Milk, Butter, Cheese"
6989,NCP55,Others,Miscellaneous Grocery Items
6990,FDT28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6991,NCJ06,Household,"Detergent, Dish Soap, Paper Towels"
6992,FDF08,Fruits and Vegetables,"Apples, Carrots, Spinach"
6993,FDT21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6994,FDK22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
6995,DRJ11,Hard Drinks,"Whiskey, Vodka, Rum"
6996,FDH27,Dairy,"Milk, Butter, Cheese"
6997,FDU52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
6998,FDK50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
6999,DRJ01,Soft Drinks,"Cola, Lemonade, Orange Juice"
7000,FDC21,Fruits and Vegetables,"Apples, Carrots, Spinach"
7001,FDX39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7002,NCY54,Household,"Detergent, Dish Soap, Paper Towels"
7003,FDD58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7004,FDW12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7005,DRE01,Soft Drinks,"Cola, Lemonade, Orange Juice"
7006,FDT16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7007,FDC16,Dairy,"Milk, Butter, Cheese"
7008,FDK52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7009,FDS23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7010,FDI41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7011,FDG33,Seafood,"Salmon, Shrimp, Tuna"
7012,NCM31,Others,Miscellaneous Grocery Items
7013,NCY53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7014,FDY55,Fruits and Vegetables,"Apples, Carrots, Spinach"
7015,FDQ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7016,NCD18,Household,"Detergent, Dish Soap, Paper Towels"
7017,FDV09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7018,FDI19,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7019,FDY47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7020,DRH37,Soft Drinks,"Cola, Lemonade, Orange Juice"
7021,NCL19,Others,Miscellaneous Grocery Items
7022,DRI11,Hard Drinks,"Whiskey, Vodka, Rum"
7023,NCC19,Household,"Detergent, Dish Soap, Paper Towels"
7024,FDS01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7025,FDX31,Fruits and Vegetables,"Apples, Carrots, Spinach"
7026,NCL55,Others,Miscellaneous Grocery Items
7027,FDW16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7028,FDT49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7029,FDW13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7030,NCG30,Household,"Detergent, Dish Soap, Paper Towels"
7031,FDC14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7032,FDS15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7033,FDS32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7034,FDE09,Fruits and Vegetables,"Apples, Carrots, Spinach"
7035,FDM12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7036,FDT57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7037,FDM32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7038,NCS38,Household,"Detergent, Dish Soap, Paper Towels"
7039,NCW30,Household,"Detergent, Dish Soap, Paper Towels"
7040,FDD21,Fruits and Vegetables,"Apples, Carrots, Spinach"
7041,FDH35,Starchy Foods,"Rice, Pasta, Potatoes"
7042,NCX17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7043,NCI29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7044,FDL24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7045,FDI46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7046,DRQ35,Hard Drinks,"Whiskey, Vodka, Rum"
7047,FDM04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7048,NCJ17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7049,NCJ18,Household,"Detergent, Dish Soap, Paper Towels"
7050,DRF13,Soft Drinks,"Cola, Lemonade, Orange Juice"
7051,FDB39,Dairy,"Milk, Butter, Cheese"
7052,FDT52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7053,FDT60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7054,FDM34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7055,FDY27,Dairy,"Milk, Butter, Cheese"
7056,FDP08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7057,FDP59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7058,FDQ11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7059,FDV01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7060,FDX31,Fruits and Vegetables,"Apples, Carrots, Spinach"
7061,NCX54,Household,"Detergent, Dish Soap, Paper Towels"
7062,DRC12,Soft Drinks,"Cola, Lemonade, Orange Juice"
7063,FDU11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7064,NCB30,Household,"Detergent, Dish Soap, Paper Towels"
7065,FDS27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7066,FDX16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7067,NCL53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7068,NCZ30,Household,"Detergent, Dish Soap, Paper Towels"
7069,FDB15,Dairy,"Milk, Butter, Cheese"
7070,FDY51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7071,NCT18,Household,"Detergent, Dish Soap, Paper Towels"
7072,FDL32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7073,FDK46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7074,FDI22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7075,FDF21,Fruits and Vegetables,"Apples, Carrots, Spinach"
7076,FDR34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7077,FDJ50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7078,FDC34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7079,FDW51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7080,FDR28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7081,FDV60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7082,FDI45,Fruits and Vegetables,"Apples, Carrots, Spinach"
7083,NCB30,Household,"Detergent, Dish Soap, Paper Towels"
7084,DRO59,Hard Drinks,"Whiskey, Vodka, Rum"
7085,FDU12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7086,NCX18,Household,"Detergent, Dish Soap, Paper Towels"
7087,NCH30,Household,"Detergent, Dish Soap, Paper Towels"
7088,FDE11,Starchy Foods,"Rice, Pasta, Potatoes"
7089,FDE32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7090,FDP25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7091,NCM29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7092,FDQ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7093,FDN24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7094,DRY23,Soft Drinks,"Cola, Lemonade, Orange Juice"
7095,FDW04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7096,FDM01,Breakfast,"Oats, Cornflakes, Granola"
7097,NCW29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7098,FDG33,Seafood,"Salmon, Shrimp, Tuna"
7099,FDV51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7100,NCQ18,Household,"Detergent, Dish Soap, Paper Towels"
7101,NCL53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7102,FDQ39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7103,FDF46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7104,NCA06,Household,"Detergent, Dish Soap, Paper Towels"
7105,FDV26,Dairy,"Milk, Butter, Cheese"
7106,FDJ04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7107,FDE28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7108,NCZ29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7109,FDW43,Fruits and Vegetables,"Apples, Carrots, Spinach"
7110,FDZ49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7111,NCJ05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7112,NCP29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7113,FDS16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7114,FDZ45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7115,NCP29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7116,FDZ58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7117,FDV55,Fruits and Vegetables,"Apples, Carrots, Spinach"
7118,NCV53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7119,FDV47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7120,FDD45,Fruits and Vegetables,"Apples, Carrots, Spinach"
7121,FDP26,Dairy,"Milk, Butter, Cheese"
7122,DRD37,Soft Drinks,"Cola, Lemonade, Orange Juice"
7123,FDT09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7124,FDM03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7125,FDW09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7126,FDX10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7127,FDZ60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7128,FDM58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7129,FDV32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7130,FDU07,Fruits and Vegetables,"Apples, Carrots, Spinach"
7131,FDS51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7132,NCT17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7133,FDA01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7134,FDW25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7135,FDS01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7136,NCV18,Household,"Detergent, Dish Soap, Paper Towels"
7137,FDZ04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7138,DRN59,Hard Drinks,"Whiskey, Vodka, Rum"
7139,FDD36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7140,FDT56,Fruits and Vegetables,"Apples, Carrots, Spinach"
7141,FDP09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7142,FDA33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7143,FDH14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7144,NCF18,Household,"Detergent, Dish Soap, Paper Towels"
7145,FDF59,Starchy Foods,"Rice, Pasta, Potatoes"
7146,FDC29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7147,FDD32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7148,FDZ08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7149,FDT21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7150,FDM33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7151,NCK07,Others,Miscellaneous Grocery Items
7152,NCL41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7153,FDZ36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
